"inv_date","total","cus_name"
"2014-06-01 00:00:00+00",3600,"Laboratorios Bacon S.A."
"2014-06-01 00:00:00+00",84600,"Medi Physics Inc. dba GE Healthcare"
"2014-06-01 00:00:00+00",1100,"MP Biomedicals"
"2014-06-01 00:00:00+00",26400,"PerkinElmer"
"2014-06-01 00:00:00+00",0,"Platelet Immunology Lab"
"2014-06-01 00:00:00+00",36000,"Shanghai Xinke"
"2014-06-01 00:00:00+00",30000,"Theragenics"
"2014-06-01 00:00:00+00",0,"U of Southern California"
"2014-06-01 00:00:00+00",150,"Valliant Group"
"2014-06-01 00:00:00+00",550,"ViTrax"
"2014-07-01 00:00:00+00",250,"AtomVie"
"2014-07-01 00:00:00+00",7800,"Bebig"
"2014-07-01 00:00:00+00",20000,"Best"
"2014-07-01 00:00:00+00",86430,"BZ"
"2014-07-01 00:00:00+00",0,"Henderson Research Centre"
"2014-07-01 00:00:00+00",24000,"IsoAid"
"2014-07-01 00:00:00+00",13524,"IsoSolutions - Jaco"
"2014-07-01 00:00:00+00",600,"Iso-Tex Diagnostics"
"2014-07-01 00:00:00+00",3600,"Laboratorios Bacon S.A."
"2014-07-01 00:00:00+00",56700,"Medi Physics Inc. dba GE Healthcare"
"2014-07-01 00:00:00+00",1104,"MP Biomedicals"
"2014-07-01 00:00:00+00",0,"Pathology & Molecular Medicine"
"2014-07-01 00:00:00+00",39600,"PerkinElmer"
"2014-07-01 00:00:00+00",15925,"Shanghai Maoyong Isotope Tech Co. Ltd"
"2014-07-01 00:00:00+00",48000,"Shanghai Xinke"
"2014-07-01 00:00:00+00",40000,"Theragenics"
"2014-08-01 00:00:00+00",250,"AtomVie"
"2014-08-01 00:00:00+00",7800,"Bebig"
"2014-08-01 00:00:00+00",60300,"Beijing Deyan Xingye Co. Ltd"
"2014-08-01 00:00:00+00",20000,"Best"
"2014-08-01 00:00:00+00",750,"Cisbio"
"2014-08-01 00:00:00+00",0,"HTA"
"2014-08-01 00:00:00+00",14400,"IsoAid"
"2014-08-01 00:00:00+00",0,"IsoSolutions - Seeds Medical"
"2014-08-01 00:00:00+00",600,"Iso-Tex Diagnostics"
"2014-08-01 00:00:00+00",550,"IVD Technologies"
"2014-08-01 00:00:00+00",3600,"Laboratorios Bacon S.A."
"2014-08-01 00:00:00+00",17100,"Medi Physics Inc. dba GE Healthcare"
"2014-08-01 00:00:00+00",1104,"MP Biomedicals"
"2014-08-01 00:00:00+00",0,"Pathology & Molecular Medicine"
"2014-08-01 00:00:00+00",26400,"PerkinElmer"
"2014-08-01 00:00:00+00",12250,"Shanghai Maoyong Isotope Tech Co. Ltd"
"2014-08-01 00:00:00+00",12000,"Shanghai Xinke"
"2014-08-01 00:00:00+00",40000,"Theragenics"
"2014-08-01 00:00:00+00",550,"ViTrax"
"2014-09-01 00:00:00+00",150,"AtomVie"
"2014-09-01 00:00:00+00",7800,"Bebig"
"2014-09-01 00:00:00+00",48240,"Beijing Deyan Xingye Co. Ltd"
"2014-09-01 00:00:00+00",25000,"Best"
"2014-09-01 00:00:00+00",20100,"BZ"
"2014-09-01 00:00:00+00",19200,"IsoAid"
"2014-09-01 00:00:00+00",1200,"Iso-Ray - Anazao Health"
"2014-09-01 00:00:00+00",13722,"IsoSolutions"
"2014-09-01 00:00:00+00",600,"Iso-Tex Diagnostics"
"2014-09-01 00:00:00+00",17100,"Medi Physics Inc. dba GE Healthcare"
"2014-09-01 00:00:00+00",1104,"MP Biomedicals"
"2014-09-01 00:00:00+00",29700,"PerkinElmer"
"2014-09-01 00:00:00+00",0,"Platelet Immunology Lab"
"2014-09-01 00:00:00+00",6125,"Shanghai Maoyong Isotope Tech Co. Ltd"
"2014-09-01 00:00:00+00",24000,"Shanghai Xinke"
"2014-09-01 00:00:00+00",42500,"Theragenics"
"2014-10-01 00:00:00+00",-150.0,"AtomVie"
"2014-10-01 00:00:00+00",15600,"Bebig"
"2014-10-01 00:00:00+00",20000,"Best"
"2014-10-01 00:00:00+00",98490,"BZ"
"2014-10-01 00:00:00+00",750,"Cisbio"
"2014-10-01 00:00:00+00",7425,"Guangzhou Diqi Trading Co., Ltd"
"2014-10-01 00:00:00+00",24000,"IsoAid"
"2014-10-01 00:00:00+00",1200,"Iso-Ray - Anazao Health"
"2014-10-01 00:00:00+00",17451,"Iso-Solutions"
"2014-10-01 00:00:00+00",600,"Iso-Tex Diagnostics"
"2014-10-01 00:00:00+00",3600,"Laboratorios Bacon S.A."
"2014-10-01 00:00:00+00",17100,"Medi Physics Inc. dba GE Healthcare"
"2014-10-01 00:00:00+00",1104,"MP Biomedicals"
"2014-10-01 00:00:00+00",0,"Pathology & Molecular Medicine"
"2014-10-01 00:00:00+00",23100,"PerkinElmer"
"2014-10-01 00:00:00+00",6125,"Shanghai Maoyong Isotope Tech Co. Ltd"
"2014-10-01 00:00:00+00",36000,"Shanghai Xinke"
"2014-10-01 00:00:00+00",30000,"Theragenics"
"2014-10-01 00:00:00+00",300,"Valliant Group"
"2014-10-01 00:00:00+00",550,"ViTrax"
"2014-11-01 00:00:00+00",7800,"Bebig"
"2014-11-01 00:00:00+00",20000,"Best"
"2014-11-01 00:00:00+00",68340,"BZ"
"2014-11-01 00:00:00+00",19200,"IsoAid"
"2014-11-01 00:00:00+00",6820,"IsoSolutions - Jaco"
"2014-11-01 00:00:00+00",600,"Iso-Tex Diagnostics"
"2014-11-01 00:00:00+00",3600,"Laboratorios Bacon S.A."
"2014-11-01 00:00:00+00",17100,"Medi Physics Inc. dba GE Healthcare"
"2014-11-01 00:00:00+00",1104,"MP Biomedicals"
"2014-11-01 00:00:00+00",0,"Pathology & Molecular Medicine"
"2014-11-01 00:00:00+00",29700,"PerkinElmer"
"2014-11-01 00:00:00+00",0,"Platelet Immunology Lab"
"2014-11-01 00:00:00+00",6125,"Shanghai Maoyong Isotope Tech Co. Ltd"
"2014-11-01 00:00:00+00",36000,"Shanghai Xinke"
"2014-11-01 00:00:00+00",30000,"Theragenics"
"2014-12-01 00:00:00+00",20000,"Best"
"2014-12-01 00:00:00+00",66330,"BZ"
"2014-12-01 00:00:00+00",750,"Cisbio"
"2014-12-01 00:00:00+00",19200,"IsoAid"
"2014-12-01 00:00:00+00",6820,"IsoSolutions - Jaco"
"2014-12-01 00:00:00+00",17451,"IsoSolutions - Seeds Medical"
"2014-12-01 00:00:00+00",600,"Iso-Tex Diagnostics"
"2014-12-01 00:00:00+00",17100,"Medi Physics Inc. dba GE Healthcare"
"2014-12-01 00:00:00+00",1656,"MP Biomedicals"
"2014-12-01 00:00:00+00",0,"National Institute of Stds & Tech"
"2014-12-01 00:00:00+00",0,"Pathology & Molecular Medicine"
"2014-12-01 00:00:00+00",54450,"PerkinElmer"
"2014-12-01 00:00:00+00",6125,"Shanghai Maoyong Isotope Tech Co. Ltd"
"2014-12-01 00:00:00+00",34680,"Shanghai Xinke"
"2014-12-01 00:00:00+00",35000,"Theragenics"
"2015-01-01 00:00:00+00",50,"AtomVie"
"2015-01-01 00:00:00+00",8000,"Bebig"
"2015-01-01 00:00:00+00",20000,"Best"
"2015-01-01 00:00:00+00",72360,"BZ"
"2015-01-01 00:00:00+00",19200,"IsoAid"
"2015-01-01 00:00:00+00",13640,"IsoSolutions - Jaco"
"2015-01-01 00:00:00+00",11638,"IsoSolutions - Seeds Medical"
"2015-01-01 00:00:00+00",600,"Iso-Tex Diagnostics"
"2015-01-01 00:00:00+00",550,"IVD Technologies"
"2015-01-01 00:00:00+00",3600,"Laboratorios Bacon S.A."
"2015-01-01 00:00:00+00",19800,"Medi Physics Inc. dba GE Healthcare"
"2015-01-01 00:00:00+00",1104,"MP Biomedicals"
"2015-01-01 00:00:00+00",0,"Platelet Immunology Lab"
"2015-01-01 00:00:00+00",12250,"Shanghai Maoyong Isotope Tech Co. Ltd"
"2015-01-01 00:00:00+00",36000,"Shanghai Xinke"
"2015-01-01 00:00:00+00",15000,"Theragenics"
"2015-01-01 00:00:00+00",0,"Valliant Group"
"2015-01-01 00:00:00+00",550,"ViTrax"
"2015-02-01 00:00:00+00",175,"AtomVie"
"2015-02-01 00:00:00+00",8000,"Bebig"
"2015-02-01 00:00:00+00",20000,"Best"
"2015-02-01 00:00:00+00",72360,"BZ"
"2015-02-01 00:00:00+00",1500,"Cisbio"
"2015-02-01 00:00:00+00",0,"Henderson Research Centre"
"2015-02-01 00:00:00+00",19200,"IsoAid"
"2015-02-01 00:00:00+00",600,"Iso-Tex Diagnostics"
"2015-02-01 00:00:00+00",3600,"Laboratorios Bacon S.A."
"2015-02-01 00:00:00+00",19800,"Medi Physics Inc. dba GE Healthcare"
"2015-02-01 00:00:00+00",1104,"MP Biomedicals"
"2015-02-01 00:00:00+00",0,"Platelet Immunology Lab"
"2015-02-01 00:00:00+00",12000,"Shanghai Xinke"
"2015-02-01 00:00:00+00",30000,"Theragenics"
"2015-02-01 00:00:00+00",0,"Valliant Group"
"2015-03-01 00:00:00+00",100,"AtomVie"
"2015-03-01 00:00:00+00",8000,"Bebig"
"2015-03-01 00:00:00+00",17500,"Best"
"2015-03-01 00:00:00+00",92460,"BZ"
"2015-03-01 00:00:00+00",750,"Cisbio"
"2015-03-01 00:00:00+00",0,"Core Oncology"
"2015-03-01 00:00:00+00",19200,"IsoAid"
"2015-03-01 00:00:00+00",1200,"Iso-Ray - Anazao Health"
"2015-03-01 00:00:00+00",0,"IsoRay Medical"
"2015-03-01 00:00:00+00",6820,"IsoSolutions - Jaco"
"2015-03-01 00:00:00+00",17451,"IsoSolutions - Seeds Medical"
"2015-03-01 00:00:00+00",600,"Iso-Tex Diagnostics"
"2015-03-01 00:00:00+00",3600,"Laboratorios Bacon S.A."
"2015-03-01 00:00:00+00",19800,"Medi Physics Inc. dba GE Healthcare"
"2015-03-01 00:00:00+00",1104,"MP Biomedicals"
"2015-03-01 00:00:00+00",0,"Platelet Immunology Lab"
"2015-03-01 00:00:00+00",6125,"Shanghai Maoyong Isotope Tech Co. Ltd"
"2015-03-01 00:00:00+00",36000,"Shanghai Xinke"
"2015-03-01 00:00:00+00",50000,"Theragenics"
"2015-03-01 00:00:00+00",0,"Valliant Group"
"2015-03-01 00:00:00+00",550,"ViTrax"
"2015-04-01 00:00:00+00",1200,"Anazao Health"
"2015-04-01 00:00:00+00",100,"AtomVie"
"2015-04-01 00:00:00+00",6000,"Bebig"
"2015-04-01 00:00:00+00",10000,"Best"
"2015-04-01 00:00:00+00",72360,"BZ"
"2015-04-01 00:00:00+00",750,"Cisbio"
"2015-04-01 00:00:00+00",24000,"IsoAid"
"2015-04-01 00:00:00+00",0,"IsoSolutions"
"2015-04-01 00:00:00+00",6820,"IsoSolutions - Jaco"
"2015-04-01 00:00:00+00",17451,"IsoSolutions - Seeds Medical"
"2015-04-01 00:00:00+00",600,"Iso-Tex Diagnostics"
"2015-04-01 00:00:00+00",3600,"Laboratorios Bacon S.A."
"2015-04-01 00:00:00+00",19800,"Medi Physics Inc. dba GE Healthcare"
"2015-04-01 00:00:00+00",6125,"Shanghai Maoyong Isotope Tech Co. Ltd"
"2015-04-01 00:00:00+00",36000,"Shanghai Xinke"
"2015-04-01 00:00:00+00",40000,"Theragenics"
"2015-04-01 00:00:00+00",0,"Valliant Group"
"2015-05-01 00:00:00+00",75,"AtomVie"
"2015-05-01 00:00:00+00",8000,"Bebig"
"2015-05-01 00:00:00+00",10000,"Best"
"2015-05-01 00:00:00+00",72360,"BZ"
"2015-05-01 00:00:00+00",750,"Cisbio"
"2015-05-01 00:00:00+00",19200,"IsoAid"
"2015-05-01 00:00:00+00",1200,"Iso-Ray - Anazao Health"
"2015-05-01 00:00:00+00",13640,"IsoSolutions - Jaco"
"2015-05-01 00:00:00+00",17451,"IsoSolutions - Seeds Medical"
"2015-05-01 00:00:00+00",600,"Iso-Tex Diagnostics"
"2015-05-01 00:00:00+00",3600,"Laboratorios Bacon S.A."
"2015-05-01 00:00:00+00",17600,"Medi Physics Inc. dba GE Healthcare"
"2015-05-01 00:00:00+00",2400,"MP Biomedicals"
"2015-05-01 00:00:00+00",0,"Platelet Immunology Lab"
"2015-05-01 00:00:00+00",6125,"Shanghai Maoyong Isotope Tech Co. Ltd"
"2015-05-01 00:00:00+00",36000,"Shanghai Xinke"
"2015-05-01 00:00:00+00",40000,"Theragenics"
"2015-05-01 00:00:00+00",750,"U of Southern California"
"2015-05-01 00:00:00+00",550,"ViTrax"
"2015-06-01 00:00:00+00",150,"AtomVie"
"2015-06-01 00:00:00+00",8000,"Bebig"
"2015-06-01 00:00:00+00",15000,"Best"
"2015-06-01 00:00:00+00",72360,"BZ"
"2015-06-01 00:00:00+00",750,"Cisbio"
"2015-06-01 00:00:00+00",750,"Immunotech"
"2015-06-01 00:00:00+00",24000,"IsoAid"
"2015-06-01 00:00:00+00",17451,"IsoSolutions - Seeds Medical"
"2015-06-01 00:00:00+00",600,"Iso-Tex Diagnostics"
"2015-06-01 00:00:00+00",3600,"Laboratorios Bacon S.A."
"2015-06-01 00:00:00+00",48400,"Medi Physics Inc. dba GE Healthcare"
"2015-06-01 00:00:00+00",0,"Molecular Medicine"
"2015-06-01 00:00:00+00",3600,"MP Biomedicals"
"2015-06-01 00:00:00+00",0,"Pathology & Molecular Medicine"
"2015-06-01 00:00:00+00",600,"Reflex Industries, Inc"
"2015-06-01 00:00:00+00",6125,"Shanghai Maoyong Isotope Tech Co. Ltd"
"2015-06-01 00:00:00+00",36000,"Shanghai Xinke"
"2015-06-01 00:00:00+00",40000,"Theragenics"
"2015-06-01 00:00:00+00",1500,"U of Southern California"
"2015-06-01 00:00:00+00",0,"Valliant Group"
"2015-07-01 00:00:00+00",75,"AtomVie"
"2015-07-01 00:00:00+00",8000,"Bebig"
"2015-07-01 00:00:00+00",20000,"Best"
"2015-07-01 00:00:00+00",92460,"BZ"
"2015-07-01 00:00:00+00",1500,"Cisbio"
"2015-07-01 00:00:00+00",19200,"IsoAid"
"2015-07-01 00:00:00+00",17451,"IsoSolutions - Seeds Medical"
"2015-07-01 00:00:00+00",600,"Iso-Tex Diagnostics"
"2015-07-01 00:00:00+00",3600,"Laboratorios Bacon S.A."
"2015-07-01 00:00:00+00",73500,"Medi Physics Inc. dba GE Healthcare"
"2015-07-01 00:00:00+00",2400,"MP Biomedicals"
"2015-07-01 00:00:00+00",0,"Platelet Immunology Lab"
"2015-07-01 00:00:00+00",36000,"Shanghai Xinke"
"2015-07-01 00:00:00+00",40000,"Theragenics"
"2015-07-01 00:00:00+00",0,"Valliant Group"
"2015-07-01 00:00:00+00",550,"ViTrax"
"2015-08-01 00:00:00+00",16000,"Bebig"
"2015-08-01 00:00:00+00",17500,"Best"
"2015-08-01 00:00:00+00",108540,"BZ"
"2015-08-01 00:00:00+00",28800,"IsoAid"
"2015-08-01 00:00:00+00",34902,"IsoSolutions - Seeds Medical"
"2015-08-01 00:00:00+00",1200,"Iso-Tex Diagnostics"
"2015-08-01 00:00:00+00",73500,"Medi Physics Inc. dba GE Healthcare"
"2015-08-01 00:00:00+00",0,"Molecular Medicine"
"2015-08-01 00:00:00+00",1200,"MP Biomedicals"
"2015-08-01 00:00:00+00",0,"Platelet Immunology Lab"
"2015-08-01 00:00:00+00",6125,"Shanghai Maoyong Isotope Tech Co. Ltd"
"2015-08-01 00:00:00+00",48000,"Shanghai Xinke"
"2015-08-01 00:00:00+00",50000,"Theragenics"
"2015-08-01 00:00:00+00",600,"University of Utah"
"2015-08-01 00:00:00+00",750,"U of Southern California"
"2015-08-01 00:00:00+00",0,"Valliant Group"
"2015-09-01 00:00:00+00",12500,"Best"
"2015-09-01 00:00:00+00",1500,"Cisbio"
"2015-09-01 00:00:00+00",14400,"IsoAid"
"2015-09-01 00:00:00+00",3600,"Laboratorios Bacon S.A."
"2015-09-01 00:00:00+00",44100,"Medi Physics Inc. dba GE Healthcare"
"2015-09-01 00:00:00+00",6125,"Shanghai Maoyong Isotope Tech Co. Ltd"
"2015-09-01 00:00:00+00",24000,"Shanghai Xinke"
"2015-09-01 00:00:00+00",37500,"Theragenics"
"2015-10-01 00:00:00+00",16000,"Bebig"
"2015-10-01 00:00:00+00",15000,"Best"
"2015-10-01 00:00:00+00",92460,"BZ"
"2015-10-01 00:00:00+00",19200,"IsoAid"
"2015-10-01 00:00:00+00",1200,"Iso-Ray - Anazao Health"
"2015-10-01 00:00:00+00",1002,"IsoSolutions - Jaco"
"2015-10-01 00:00:00+00",17451,"IsoSolutions - Seeds Medical"
"2015-10-01 00:00:00+00",600,"Iso-Tex Diagnostics"
"2015-10-01 00:00:00+00",3600,"Laboratorios Bacon S.A."
"2015-10-01 00:00:00+00",66600,"Medi Physics Inc. dba GE Healthcare"
"2015-10-01 00:00:00+00",1200,"MP Biomedicals"
"2015-10-01 00:00:00+00",6125,"Shanghai Maoyong Isotope Tech Co. Ltd"
"2015-10-01 00:00:00+00",36000,"Shanghai Xinke"
"2015-10-01 00:00:00+00",40000,"Theragenics"
"2015-10-01 00:00:00+00",550,"ViTrax"
"2015-11-01 00:00:00+00",8000,"Bebig"
"2015-11-01 00:00:00+00",17500,"Best"
"2015-11-01 00:00:00+00",72360,"BZ"
"2015-11-01 00:00:00+00",1500,"Cisbio"
"2015-11-01 00:00:00+00",6750,"GNS Science"
"2015-11-01 00:00:00+00",19200,"IsoAid"
"2015-11-01 00:00:00+00",1200,"Iso-Ray - Anazao Health"
"2015-11-01 00:00:00+00",6820,"IsoSolutions - Jaco"
"2015-11-01 00:00:00+00",17451,"IsoSolutions - Seeds Medical"
"2015-11-01 00:00:00+00",600,"Iso-Tex Diagnostics"
"2015-11-01 00:00:00+00",3600,"Laboratorios Bacon S.A."
"2015-11-01 00:00:00+00",45600,"Medi Physics Inc. dba GE Healthcare"
"2015-11-01 00:00:00+00",2400,"MP Biomedicals"
"2015-11-01 00:00:00+00",0,"Platelet Immunology Lab"
"2015-11-01 00:00:00+00",6125,"Shanghai Maoyong Isotope Tech Co. Ltd"
"2015-11-01 00:00:00+00",36000,"Shanghai Xinke"
"2015-11-01 00:00:00+00",50000,"Theragenics"
"2015-12-01 00:00:00+00",-2000.0,"Bebig"
"2015-12-01 00:00:00+00",15000,"Best"
"2015-12-01 00:00:00+00",60300,"BZ"
"2015-12-01 00:00:00+00",750,"Cellectar Biosciences Inc"
"2015-12-01 00:00:00+00",19200,"IsoAid"
"2015-12-01 00:00:00+00",6820,"IsoSolutions - Jaco"
"2015-12-01 00:00:00+00",17451,"IsoSolutions - Seeds Medical"
"2015-12-01 00:00:00+00",600,"Iso-Tex Diagnostics"
"2015-12-01 00:00:00+00",1250,"Jiangsu Huayi Technology Co. Ltd"
"2015-12-01 00:00:00+00",48300,"Medi Physics Inc. dba GE Healthcare"
"2015-12-01 00:00:00+00",1200,"MP Biomedicals"
"2015-12-01 00:00:00+00",0,"National Institute of Stds & Tech"
"2015-12-01 00:00:00+00",36000,"Shanghai Xinke"
"2015-12-01 00:00:00+00",32500,"Theragenics"
"2015-12-01 00:00:00+00",550,"ViTrax"
"2016-01-01 00:00:00+00",8000,"Bebig"
"2016-01-01 00:00:00+00",15000,"Best"
"2016-01-01 00:00:00+00",48240,"BZ"
"2016-01-01 00:00:00+00",750,"Cellectar Biosciences Inc"
"2016-01-01 00:00:00+00",1500,"Cisbio"
"2016-01-01 00:00:00+00",14400,"IsoAid"
"2016-01-01 00:00:00+00",17451,"IsoSolutions - Seeds Medical"
"2016-01-01 00:00:00+00",600,"Iso-Tex Diagnostics"
"2016-01-01 00:00:00+00",3600,"Laboratorios Bacon S.A."
"2016-01-01 00:00:00+00",63800,"Medi Physics Inc. dba GE Healthcare"
"2016-01-01 00:00:00+00",0,"Molecular Medicine"
"2016-01-01 00:00:00+00",0,"Platelet Immunology Lab"
"2016-01-01 00:00:00+00",24000,"Shanghai Xinke"
"2016-01-01 00:00:00+00",37500,"Theragenics"
"2016-01-01 00:00:00+00",750,"U of Southern California"
"2016-01-01 00:00:00+00",0,"Valliant Group"
"2016-02-01 00:00:00+00",8000,"Bebig"
"2016-02-01 00:00:00+00",22500,"Best"
"2016-02-01 00:00:00+00",72360,"BZ"
"2016-02-01 00:00:00+00",750,"Cisbio"
"2016-02-01 00:00:00+00",19200,"IsoAid"
"2016-02-01 00:00:00+00",11613,"IsoSolutions - Jaco"
"2016-02-01 00:00:00+00",17451,"IsoSolutions - Seeds Medical"
"2016-02-01 00:00:00+00",600,"Iso-Tex Diagnostics"
"2016-02-01 00:00:00+00",1875,"Jiangsu Huayi Technology Co. Ltd"
"2016-02-01 00:00:00+00",3600,"Laboratorios Bacon S.A."
"2016-02-01 00:00:00+00",59100,"Medi Physics Inc. dba GE Healthcare"
"2016-02-01 00:00:00+00",1200,"MP Biomedicals"
"2016-02-01 00:00:00+00",24000,"Shanghai Xinke"
"2016-02-01 00:00:00+00",62500,"Theragenics"
"2016-03-01 00:00:00+00",50,"AtomVie"
"2016-03-01 00:00:00+00",8000,"Bebig"
"2016-03-01 00:00:00+00",20000,"Best"
"2016-03-01 00:00:00+00",82410,"BZ"
"2016-03-01 00:00:00+00",0,"Chemical Engineering"
"2016-03-01 00:00:00+00",500,"Cisbio"
"2016-03-01 00:00:00+00",24000,"IsoAid"
"2016-03-01 00:00:00+00",6968,"IsoSolutions - Jaco"
"2016-03-01 00:00:00+00",17451,"IsoSolutions - Seeds Medical"
"2016-03-01 00:00:00+00",600,"Iso-Tex Diagnostics"
"2016-03-01 00:00:00+00",3600,"Laboratorios Bacon S.A."
"2016-03-01 00:00:00+00",52800,"Medi Physics Inc. dba GE Healthcare"
"2016-03-01 00:00:00+00",0,"Molecular Medicine"
"2016-03-01 00:00:00+00",2400,"MP Biomedicals"
"2016-03-01 00:00:00+00",0,"Platelet Immunology Lab"
"2016-03-01 00:00:00+00",24500,"Shanghai Maoyong Isotope Tech Co. Ltd"
"2016-03-01 00:00:00+00",48000,"Shanghai Xinke"
"2016-03-01 00:00:00+00",50000,"Theragenics"
"2016-03-01 00:00:00+00",0,"Valliant Group"
"2016-04-01 00:00:00+00",8000,"Bebig"
"2016-04-01 00:00:00+00",20000,"Best"
"2016-04-01 00:00:00+00",72360,"BZ"
"2016-04-01 00:00:00+00",750,"Cisbio"
"2016-04-01 00:00:00+00",19200,"IsoAid"
"2016-04-01 00:00:00+00",18582,"IsoSolutions - Jaco"
"2016-04-01 00:00:00+00",600,"Iso-Tex Diagnostics"
"2016-04-01 00:00:00+00",3600,"Laboratorios Bacon S.A."
"2016-04-01 00:00:00+00",55000,"Medi Physics Inc. dba GE Healthcare"
"2016-04-01 00:00:00+00",1200,"MP Biomedicals"
"2016-04-01 00:00:00+00",0,"Platelet Immunology Lab"
"2016-04-01 00:00:00+00",24000,"Shanghai Xinke"
"2016-04-01 00:00:00+00",50000,"Theragenics"
"2016-04-01 00:00:00+00",550,"ViTrax"
"2016-05-01 00:00:00+00",50,"AtomVie"
"2016-05-01 00:00:00+00",8000,"Bebig"
"2016-05-01 00:00:00+00",22500,"Best"
"2016-05-01 00:00:00+00",72360,"BZ"
"2016-05-01 00:00:00+00",750,"Cellectar Biosciences Inc"
"2016-05-01 00:00:00+00",750,"Cisbio"
"2016-05-01 00:00:00+00",750,"Immunotech"
"2016-05-01 00:00:00+00",19200,"IsoAid"
"2016-05-01 00:00:00+00",11614,"IsoSolutions - Jaco"
"2016-05-01 00:00:00+00",11633,"IsoSolutions - Seeds Medical"
"2016-05-01 00:00:00+00",600,"Iso-Tex Diagnostics"
"2016-05-01 00:00:00+00",44000,"Medi Physics Inc. dba GE Healthcare"
"2016-05-01 00:00:00+00",0,"Molecular Medicine"
"2016-05-01 00:00:00+00",1200,"MP Biomedicals"
"2016-05-01 00:00:00+00",35400,"Shanghai Xinke"
"2016-05-01 00:00:00+00",62500,"Theragenics"
"2016-06-01 00:00:00+00",150,"AtomVie"
"2016-06-01 00:00:00+00",8000,"Bebig"
"2016-06-01 00:00:00+00",15000,"Best"
"2016-06-01 00:00:00+00",112560,"BZ"
"2016-06-01 00:00:00+00",750,"Cellectar Biosciences Inc"
"2016-06-01 00:00:00+00",750,"Cisbio"
"2016-06-01 00:00:00+00",750,"Immunotech"
"2016-06-01 00:00:00+00",24000,"IsoAid"
"2016-06-01 00:00:00+00",11614,"IsoSolutions - Jaco"
"2016-06-01 00:00:00+00",11633,"IsoSolutions - Seeds Medical"
"2016-06-01 00:00:00+00",600,"Iso-Tex Diagnostics"
"2016-06-01 00:00:00+00",3600,"Laboratorios Bacon S.A."
"2016-06-01 00:00:00+00",55000,"Medi Physics Inc. dba GE Healthcare"
"2016-06-01 00:00:00+00",600,"MP Biomedicals"
"2016-06-01 00:00:00+00",0,"National Research Council of Canada"
"2016-06-01 00:00:00+00",0,"Platelet Immunology Lab"
"2016-06-01 00:00:00+00",24500,"Shanghai Maoyong Isotope Tech Co. Ltd"
"2016-06-01 00:00:00+00",23600,"Shanghai Xinke"
"2016-06-01 00:00:00+00",50000,"Theragenics"
"2016-06-01 00:00:00+00",0,"Valliant Group"
"2016-07-01 00:00:00+00",8000,"Bebig"
"2016-07-01 00:00:00+00",20000,"Best"
"2016-07-01 00:00:00+00",72360,"BZ"
"2016-07-01 00:00:00+00",750,"Cisbio"
"2016-07-01 00:00:00+00",19200,"IsoAid"
"2016-07-01 00:00:00+00",11614,"IsoSolutions - Jaco"
"2016-07-01 00:00:00+00",11633,"IsoSolutions - Seeds Medical"
"2016-07-01 00:00:00+00",2400,"Iso-Tex Diagnostics"
"2016-07-01 00:00:00+00",3600,"Laboratorios Bacon S.A."
"2016-07-01 00:00:00+00",44000,"Medi Physics Inc. dba GE Healthcare"
"2016-07-01 00:00:00+00",1200,"MP Biomedicals"
"2016-07-01 00:00:00+00",0,"Platelet Immunology Lab"
"2016-07-01 00:00:00+00",550,"Reflex Industries, Inc"
"2016-07-01 00:00:00+00",35400,"Shanghai Xinke"
"2016-07-01 00:00:00+00",62500,"Theragenics"
"2016-07-01 00:00:00+00",550,"ViTrax"
"2016-08-01 00:00:00+00",8000,"Bebig"
"2016-08-01 00:00:00+00",15000,"Best"
"2016-08-01 00:00:00+00",76380,"BZ"
"2016-08-01 00:00:00+00",1500,"Cisbio"
"2016-08-01 00:00:00+00",24000,"IsoAid"
"2016-08-01 00:00:00+00",11614,"IsoSolutions - Jaco"
"2016-08-01 00:00:00+00",600,"Iso-Tex Diagnostics"
"2016-08-01 00:00:00+00",3600,"Laboratorios Bacon S.A."
"2016-08-01 00:00:00+00",29400,"Medi Physics Inc. dba GE Healthcare"
"2016-08-01 00:00:00+00",600,"MP Biomedicals"
"2016-08-01 00:00:00+00",47200,"Shanghai Xinke"
"2016-08-01 00:00:00+00",1508,"SolidPhase"
"2016-08-01 00:00:00+00",50000,"Theragenics"
"2016-09-01 00:00:00+00",100,"AtomVie"
"2016-09-01 00:00:00+00",6750,"Bard"
"2016-09-01 00:00:00+00",16000,"Bebig"
"2016-09-01 00:00:00+00",15000,"Best"
"2016-09-01 00:00:00+00",40200,"BZ"
"2016-09-01 00:00:00+00",19200,"IsoAid"
"2016-09-01 00:00:00+00",0,"Iso-Solutions"
"2016-09-01 00:00:00+00",11633,"IsoSolutions - Seeds Medical"
"2016-09-01 00:00:00+00",600,"Iso-Tex Diagnostics"
"2016-09-01 00:00:00+00",52800,"Medi Physics Inc. dba GE Healthcare"
"2016-09-01 00:00:00+00",0,"Molecular Medicine"
"2016-09-01 00:00:00+00",600,"MP Biomedicals"
"2016-09-01 00:00:00+00",0,"Platelet Immunology Lab"
"2016-09-01 00:00:00+00",0,"SesmaAb"
"2016-09-01 00:00:00+00",18375,"Shanghai Maoyong Isotope Tech Co. Ltd"
"2016-09-01 00:00:00+00",23600,"Shanghai Xinke"
"2016-09-01 00:00:00+00",75000,"Theragenics"
