	inv_date	ci_shipped	cus_name
441	2014-05-01 00:00:00+00:00	16.0	Best
442	2014-05-01 00:00:00+00:00	10.0	BZ
443	2014-05-01 00:00:00+00:00	16.0	IsoAid
444	2014-05-01 00:00:00+00:00	1.0	Iso-Ray - Anazao Health
445	2014-05-01 00:00:00+00:00	5.0	IsoSolutions
446	2014-05-01 00:00:00+00:00	6.0	IsoSolutions - Jaco
447	2014-05-01 00:00:00+00:00	1.0	Iso-Tex Diagnostics
448	2014-05-01 00:00:00+00:00	3.0	Laboratorios Bacon S.A.
449	2014-05-01 00:00:00+00:00	54.0	Medi Physics Inc. dba GE Healthcare
450	2014-05-01 00:00:00+00:00	34.0	PerkinElmer
451	2014-05-01 00:00:00+00:00		Platelet Immunology Lab
452	2014-05-01 00:00:00+00:00	30.0	Shanghai Xinke
453	2014-05-01 00:00:00+00:00	24.0	Theragenics
454	2014-05-01 00:00:00+00:00	2.0	Valliant Group
455	2014-06-01 00:00:00+00:00	2.0	AtomVie
456	2014-06-01 00:00:00+00:00	8.0	Bebig
457	2014-06-01 00:00:00+00:00	20.0	Best
458	2014-06-01 00:00:00+00:00	22.0	BZ
459	2014-06-01 00:00:00+00:00		Henderson Research Centre
460	2014-06-01 00:00:00+00:00	19.0	IsoAid
461	2014-06-01 00:00:00+00:00	1.0	Iso-Ray - Anazao Health
462	2014-06-01 00:00:00+00:00	5.0	IsoSolutions
463	2014-06-01 00:00:00+00:00	3.0	IsoSolutions - Jaco
464	2014-06-01 00:00:00+00:00	1.0	Iso-Tex Diagnostics
465	2014-06-01 00:00:00+00:00	0.0	IVD Technologies
466	2014-06-01 00:00:00+00:00	3.0	Laboratorios Bacon S.A.
467	2014-06-01 00:00:00+00:00	72.0	Medi Physics Inc. dba GE Healthcare
468	2014-06-01 00:00:00+00:00	0.0	MP Biomedicals
469	2014-06-01 00:00:00+00:00	34.0	PerkinElmer
470	2014-06-01 00:00:00+00:00		Platelet Immunology Lab
471	2014-06-01 00:00:00+00:00	30.0	Shanghai Xinke
472	2014-06-01 00:00:00+00:00	24.0	Theragenics
473	2014-06-01 00:00:00+00:00	0.0	U of Southern California
474	2014-06-01 00:00:00+00:00		Valliant Group
475	2014-06-01 00:00:00+00:00	0.0	ViTrax
476	2014-07-01 00:00:00+00:00	4.0	AtomVie
477	2014-07-01 00:00:00+00:00	8.0	Bebig
478	2014-07-01 00:00:00+00:00	16.0	Best
479	2014-07-01 00:00:00+00:00	43.0	BZ
480	2014-07-01 00:00:00+00:00		Henderson Research Centre
481	2014-07-01 00:00:00+00:00	20.0	IsoAid
482	2014-07-01 00:00:00+00:00	11.0	IsoSolutions - Jaco
483	2014-07-01 00:00:00+00:00	1.0	Iso-Tex Diagnostics
484	2014-07-01 00:00:00+00:00	3.0	Laboratorios Bacon S.A.
485	2014-07-01 00:00:00+00:00	54.0	Medi Physics Inc. dba GE Healthcare
486	2014-07-01 00:00:00+00:00	0.0	MP Biomedicals
487	2014-07-01 00:00:00+00:00		Pathology & Molecular Medicine
488	2014-07-01 00:00:00+00:00	51.0	PerkinElmer
489	2014-07-01 00:00:00+00:00	13.0	Shanghai Maoyong Isotope Tech Co. Ltd
490	2014-07-01 00:00:00+00:00	40.0	Shanghai Xinke
491	2014-07-01 00:00:00+00:00	32.0	Theragenics
492	2014-08-01 00:00:00+00:00	4.0	AtomVie
493	2014-08-01 00:00:00+00:00	8.0	Bebig
494	2014-08-01 00:00:00+00:00	30.0	Beijing Deyan Xingye Co. Ltd
495	2014-08-01 00:00:00+00:00	16.0	Best
496	2014-08-01 00:00:00+00:00	1.0	Cisbio
497	2014-08-01 00:00:00+00:00		HTA
498	2014-08-01 00:00:00+00:00	12.0	IsoAid
499	2014-08-01 00:00:00+00:00		IsoSolutions - Seeds Medical
500	2014-08-01 00:00:00+00:00	1.0	Iso-Tex Diagnostics
501	2014-08-01 00:00:00+00:00	0.0	IVD Technologies
502	2014-08-01 00:00:00+00:00	3.0	Laboratorios Bacon S.A.
503	2014-08-01 00:00:00+00:00	18.0	Medi Physics Inc. dba GE Healthcare
504	2014-08-01 00:00:00+00:00	0.0	MP Biomedicals
505	2014-08-01 00:00:00+00:00		Pathology & Molecular Medicine
506	2014-08-01 00:00:00+00:00	34.0	PerkinElmer
507	2014-08-01 00:00:00+00:00	10.0	Shanghai Maoyong Isotope Tech Co. Ltd
508	2014-08-01 00:00:00+00:00	10.0	Shanghai Xinke
509	2014-08-01 00:00:00+00:00	32.0	Theragenics
510	2014-08-01 00:00:00+00:00	0.0	ViTrax
511	2014-09-01 00:00:00+00:00	2.0	AtomVie
512	2014-09-01 00:00:00+00:00	8.0	Bebig
513	2014-09-01 00:00:00+00:00	24.0	Beijing Deyan Xingye Co. Ltd
514	2014-09-01 00:00:00+00:00	20.0	Best
515	2014-09-01 00:00:00+00:00	10.0	BZ
516	2014-09-01 00:00:00+00:00	16.0	IsoAid
517	2014-09-01 00:00:00+00:00	1.0	Iso-Ray - Anazao Health
518	2014-09-01 00:00:00+00:00	10.0	IsoSolutions
519	2014-09-01 00:00:00+00:00	1.0	Iso-Tex Diagnostics
520	2014-09-01 00:00:00+00:00	18.0	Medi Physics Inc. dba GE Healthcare
521	2014-09-01 00:00:00+00:00	0.0	MP Biomedicals
522	2014-09-01 00:00:00+00:00	28.0	PerkinElmer
523	2014-09-01 00:00:00+00:00		Platelet Immunology Lab
524	2014-09-01 00:00:00+00:00	5.0	Shanghai Maoyong Isotope Tech Co. Ltd
525	2014-09-01 00:00:00+00:00	20.0	Shanghai Xinke
526	2014-09-01 00:00:00+00:00	34.0	Theragenics
527	2014-10-01 00:00:00+00:00	-2.0	AtomVie
528	2014-10-01 00:00:00+00:00	16.0	Bebig
529	2014-10-01 00:00:00+00:00	16.0	Best
530	2014-10-01 00:00:00+00:00	49.0	BZ
531	2014-10-01 00:00:00+00:00	0.0	Cisbio
532	2014-10-01 00:00:00+00:00	6.0	Guangzhou Diqi Trading Co., Ltd
533	2014-10-01 00:00:00+00:00	20.0	IsoAid
534	2014-10-01 00:00:00+00:00	1.0	Iso-Ray - Anazao Health
535	2014-10-01 00:00:00+00:00	15.0	Iso-Solutions
536	2014-10-01 00:00:00+00:00	1.0	Iso-Tex Diagnostics
537	2014-10-01 00:00:00+00:00	3.0	Laboratorios Bacon S.A.
538	2014-10-01 00:00:00+00:00	18.0	Medi Physics Inc. dba GE Healthcare
539	2014-10-01 00:00:00+00:00	0.0	MP Biomedicals
540	2014-10-01 00:00:00+00:00		Pathology & Molecular Medicine
541	2014-10-01 00:00:00+00:00	22.0	PerkinElmer
542	2014-10-01 00:00:00+00:00	5.0	Shanghai Maoyong Isotope Tech Co. Ltd
543	2014-10-01 00:00:00+00:00	30.0	Shanghai Xinke
544	2014-10-01 00:00:00+00:00	24.0	Theragenics
545	2014-10-01 00:00:00+00:00	4.0	Valliant Group
546	2014-10-01 00:00:00+00:00	0.0	ViTrax
547	2014-11-01 00:00:00+00:00	8.0	Bebig
548	2014-11-01 00:00:00+00:00	16.0	Best
549	2014-11-01 00:00:00+00:00	34.0	BZ
550	2014-11-01 00:00:00+00:00	16.0	IsoAid
551	2014-11-01 00:00:00+00:00	6.0	IsoSolutions - Jaco
552	2014-11-01 00:00:00+00:00	1.0	Iso-Tex Diagnostics
553	2014-11-01 00:00:00+00:00	3.0	Laboratorios Bacon S.A.
554	2014-11-01 00:00:00+00:00	18.0	Medi Physics Inc. dba GE Healthcare
555	2014-11-01 00:00:00+00:00	0.0	MP Biomedicals
556	2014-11-01 00:00:00+00:00		Pathology & Molecular Medicine
557	2014-11-01 00:00:00+00:00	28.0	PerkinElmer
558	2014-11-01 00:00:00+00:00		Platelet Immunology Lab
559	2014-11-01 00:00:00+00:00	5.0	Shanghai Maoyong Isotope Tech Co. Ltd
560	2014-11-01 00:00:00+00:00	30.0	Shanghai Xinke
561	2014-11-01 00:00:00+00:00	24.0	Theragenics
562	2014-12-01 00:00:00+00:00	16.0	Best
563	2014-12-01 00:00:00+00:00	33.0	BZ
564	2014-12-01 00:00:00+00:00	0.0	Cisbio
565	2014-12-01 00:00:00+00:00	16.0	IsoAid
566	2014-12-01 00:00:00+00:00	6.0	IsoSolutions - Jaco
567	2014-12-01 00:00:00+00:00	15.0	IsoSolutions - Seeds Medical
568	2014-12-01 00:00:00+00:00	1.0	Iso-Tex Diagnostics
569	2014-12-01 00:00:00+00:00	18.0	Medi Physics Inc. dba GE Healthcare
570	2014-12-01 00:00:00+00:00	0.0	MP Biomedicals
571	2014-12-01 00:00:00+00:00		National Institute of Stds & Tech
572	2014-12-01 00:00:00+00:00		Pathology & Molecular Medicine
573	2014-12-01 00:00:00+00:00	51.0	PerkinElmer
574	2014-12-01 00:00:00+00:00	5.0	Shanghai Maoyong Isotope Tech Co. Ltd
575	2014-12-01 00:00:00+00:00	29.0	Shanghai Xinke
576	2014-12-01 00:00:00+00:00	28.0	Theragenics
577	2015-01-01 00:00:00+00:00	1.0	AtomVie
578	2015-01-01 00:00:00+00:00	8.0	Bebig
579	2015-01-01 00:00:00+00:00	16.0	Best
580	2015-01-01 00:00:00+00:00	36.0	BZ
581	2015-01-01 00:00:00+00:00	16.0	IsoAid
582	2015-01-01 00:00:00+00:00	12.0	IsoSolutions - Jaco
583	2015-01-01 00:00:00+00:00	10.0	IsoSolutions - Seeds Medical
584	2015-01-01 00:00:00+00:00	1.0	Iso-Tex Diagnostics
585	2015-01-01 00:00:00+00:00	0.0	IVD Technologies
586	2015-01-01 00:00:00+00:00	3.0	Laboratorios Bacon S.A.
587	2015-01-01 00:00:00+00:00	18.0	Medi Physics Inc. dba GE Healthcare
588	2015-01-01 00:00:00+00:00	0.0	MP Biomedicals
589	2015-01-01 00:00:00+00:00		Platelet Immunology Lab
590	2015-01-01 00:00:00+00:00	10.0	Shanghai Maoyong Isotope Tech Co. Ltd
591	2015-01-01 00:00:00+00:00	30.0	Shanghai Xinke
592	2015-01-01 00:00:00+00:00	12.0	Theragenics
593	2015-01-01 00:00:00+00:00		Valliant Group
594	2015-01-01 00:00:00+00:00	0.0	ViTrax
595	2015-02-01 00:00:00+00:00	3.0	AtomVie
596	2015-02-01 00:00:00+00:00	8.0	Bebig
597	2015-02-01 00:00:00+00:00	16.0	Best
598	2015-02-01 00:00:00+00:00	36.0	BZ
599	2015-02-01 00:00:00+00:00	0.0	Cisbio
600	2015-02-01 00:00:00+00:00		Henderson Research Centre
601	2015-02-01 00:00:00+00:00	16.0	IsoAid
602	2015-02-01 00:00:00+00:00	1.0	Iso-Tex Diagnostics
603	2015-02-01 00:00:00+00:00	3.0	Laboratorios Bacon S.A.
604	2015-02-01 00:00:00+00:00	18.0	Medi Physics Inc. dba GE Healthcare
605	2015-02-01 00:00:00+00:00	0.0	MP Biomedicals
606	2015-02-01 00:00:00+00:00		Platelet Immunology Lab
607	2015-02-01 00:00:00+00:00	10.0	Shanghai Xinke
608	2015-02-01 00:00:00+00:00	24.0	Theragenics
609	2015-02-01 00:00:00+00:00		Valliant Group
610	2015-03-01 00:00:00+00:00	2.0	AtomVie
611	2015-03-01 00:00:00+00:00	8.0	Bebig
612	2015-03-01 00:00:00+00:00	14.0	Best
613	2015-03-01 00:00:00+00:00	46.0	BZ
614	2015-03-01 00:00:00+00:00	0.0	Cisbio
615	2015-03-01 00:00:00+00:00	0.0	Core Oncology
616	2015-03-01 00:00:00+00:00	16.0	IsoAid
617	2015-03-01 00:00:00+00:00	1.0	Iso-Ray - Anazao Health
618	2015-03-01 00:00:00+00:00	0.0	IsoRay Medical
619	2015-03-01 00:00:00+00:00	6.0	IsoSolutions - Jaco
620	2015-03-01 00:00:00+00:00	15.0	IsoSolutions - Seeds Medical
621	2015-03-01 00:00:00+00:00	1.0	Iso-Tex Diagnostics
622	2015-03-01 00:00:00+00:00	3.0	Laboratorios Bacon S.A.
623	2015-03-01 00:00:00+00:00	18.0	Medi Physics Inc. dba GE Healthcare
624	2015-03-01 00:00:00+00:00	0.0	MP Biomedicals
625	2015-03-01 00:00:00+00:00		Platelet Immunology Lab
626	2015-03-01 00:00:00+00:00	5.0	Shanghai Maoyong Isotope Tech Co. Ltd
627	2015-03-01 00:00:00+00:00	30.0	Shanghai Xinke
628	2015-03-01 00:00:00+00:00	40.0	Theragenics
629	2015-03-01 00:00:00+00:00		Valliant Group
630	2015-03-01 00:00:00+00:00	0.0	ViTrax
631	2015-04-01 00:00:00+00:00	1.0	Anazao Health
632	2015-04-01 00:00:00+00:00	2.0	AtomVie
633	2015-04-01 00:00:00+00:00	6.0	Bebig
634	2015-04-01 00:00:00+00:00	8.0	Best
635	2015-04-01 00:00:00+00:00	36.0	BZ
636	2015-04-01 00:00:00+00:00	0.0	Cisbio
637	2015-04-01 00:00:00+00:00	20.0	IsoAid
638	2015-04-01 00:00:00+00:00	0.0	IsoSolutions
639	2015-04-01 00:00:00+00:00	6.0	IsoSolutions - Jaco
640	2015-04-01 00:00:00+00:00	15.0	IsoSolutions - Seeds Medical
641	2015-04-01 00:00:00+00:00	1.0	Iso-Tex Diagnostics
642	2015-04-01 00:00:00+00:00	3.0	Laboratorios Bacon S.A.
643	2015-04-01 00:00:00+00:00	18.0	Medi Physics Inc. dba GE Healthcare
644	2015-04-01 00:00:00+00:00	5.0	Shanghai Maoyong Isotope Tech Co. Ltd
645	2015-04-01 00:00:00+00:00	30.0	Shanghai Xinke
646	2015-04-01 00:00:00+00:00	32.0	Theragenics
647	2015-04-01 00:00:00+00:00		Valliant Group
648	2015-05-01 00:00:00+00:00	1.0	AtomVie
649	2015-05-01 00:00:00+00:00	8.0	Bebig
650	2015-05-01 00:00:00+00:00	8.0	Best
651	2015-05-01 00:00:00+00:00	36.0	BZ
652	2015-05-01 00:00:00+00:00	0.0	Cisbio
653	2015-05-01 00:00:00+00:00	16.0	IsoAid
654	2015-05-01 00:00:00+00:00	1.0	Iso-Ray - Anazao Health
655	2015-05-01 00:00:00+00:00	12.0	IsoSolutions - Jaco
656	2015-05-01 00:00:00+00:00	15.0	IsoSolutions - Seeds Medical
657	2015-05-01 00:00:00+00:00	1.0	Iso-Tex Diagnostics
658	2015-05-01 00:00:00+00:00	3.0	Laboratorios Bacon S.A.
659	2015-05-01 00:00:00+00:00	16.0	Medi Physics Inc. dba GE Healthcare
660	2015-05-01 00:00:00+00:00	2.0	MP Biomedicals
661	2015-05-01 00:00:00+00:00		Platelet Immunology Lab
662	2015-05-01 00:00:00+00:00	5.0	Shanghai Maoyong Isotope Tech Co. Ltd
663	2015-05-01 00:00:00+00:00	30.0	Shanghai Xinke
664	2015-05-01 00:00:00+00:00	32.0	Theragenics
665	2015-05-01 00:00:00+00:00	0.0	U of Southern California
666	2015-05-01 00:00:00+00:00	0.0	ViTrax
667	2015-06-01 00:00:00+00:00	0.0	AtomVie
668	2015-06-01 00:00:00+00:00	8.0	Bebig
669	2015-06-01 00:00:00+00:00	12.0	Best
670	2015-06-01 00:00:00+00:00	36.0	BZ
671	2015-06-01 00:00:00+00:00	0.0	Cisbio
672	2015-06-01 00:00:00+00:00	0.0	Immunotech
673	2015-06-01 00:00:00+00:00	20.0	IsoAid
674	2015-06-01 00:00:00+00:00	15.0	IsoSolutions - Seeds Medical
675	2015-06-01 00:00:00+00:00	1.0	Iso-Tex Diagnostics
676	2015-06-01 00:00:00+00:00	3.0	Laboratorios Bacon S.A.
677	2015-06-01 00:00:00+00:00	44.0	Medi Physics Inc. dba GE Healthcare
678	2015-06-01 00:00:00+00:00		Molecular Medicine
679	2015-06-01 00:00:00+00:00	3.0	MP Biomedicals
680	2015-06-01 00:00:00+00:00		Pathology & Molecular Medicine
681	2015-06-01 00:00:00+00:00	0.0	Reflex Industries, Inc
682	2015-06-01 00:00:00+00:00	5.0	Shanghai Maoyong Isotope Tech Co. Ltd
683	2015-06-01 00:00:00+00:00	30.0	Shanghai Xinke
684	2015-06-01 00:00:00+00:00	32.0	Theragenics
685	2015-06-01 00:00:00+00:00	0.0	U of Southern California
686	2015-06-01 00:00:00+00:00		Valliant Group
687	2015-07-01 00:00:00+00:00	1.0	AtomVie
688	2015-07-01 00:00:00+00:00	8.0	Bebig
689	2015-07-01 00:00:00+00:00	16.0	Best
690	2015-07-01 00:00:00+00:00	46.0	BZ
691	2015-07-01 00:00:00+00:00	0.0	Cisbio
692	2015-07-01 00:00:00+00:00	16.0	IsoAid
693	2015-07-01 00:00:00+00:00	15.0	IsoSolutions - Seeds Medical
694	2015-07-01 00:00:00+00:00	1.0	Iso-Tex Diagnostics
695	2015-07-01 00:00:00+00:00	3.0	Laboratorios Bacon S.A.
696	2015-07-01 00:00:00+00:00	70.0	Medi Physics Inc. dba GE Healthcare
697	2015-07-01 00:00:00+00:00	2.0	MP Biomedicals
698	2015-07-01 00:00:00+00:00		Platelet Immunology Lab
699	2015-07-01 00:00:00+00:00	30.0	Shanghai Xinke
700	2015-07-01 00:00:00+00:00	32.0	Theragenics
701	2015-07-01 00:00:00+00:00		Valliant Group
702	2015-07-01 00:00:00+00:00	0.0	ViTrax
703	2015-08-01 00:00:00+00:00	16.0	Bebig
704	2015-08-01 00:00:00+00:00	14.0	Best
705	2015-08-01 00:00:00+00:00	54.0	BZ
706	2015-08-01 00:00:00+00:00	24.0	IsoAid
707	2015-08-01 00:00:00+00:00	30.0	IsoSolutions - Seeds Medical
708	2015-08-01 00:00:00+00:00	2.0	Iso-Tex Diagnostics
709	2015-08-01 00:00:00+00:00	70.0	Medi Physics Inc. dba GE Healthcare
710	2015-08-01 00:00:00+00:00		Molecular Medicine
711	2015-08-01 00:00:00+00:00	1.0	MP Biomedicals
712	2015-08-01 00:00:00+00:00		Platelet Immunology Lab
713	2015-08-01 00:00:00+00:00	5.0	Shanghai Maoyong Isotope Tech Co. Ltd
714	2015-08-01 00:00:00+00:00	40.0	Shanghai Xinke
715	2015-08-01 00:00:00+00:00	40.0	Theragenics
716	2015-08-01 00:00:00+00:00	0.0	University of Utah
717	2015-08-01 00:00:00+00:00	0.0	U of Southern California
718	2015-08-01 00:00:00+00:00		Valliant Group
719	2015-09-01 00:00:00+00:00	10.0	Best
720	2015-09-01 00:00:00+00:00	0.0	Cisbio
721	2015-09-01 00:00:00+00:00	12.0	IsoAid
722	2015-09-01 00:00:00+00:00	3.0	Laboratorios Bacon S.A.
723	2015-09-01 00:00:00+00:00	42.0	Medi Physics Inc. dba GE Healthcare
724	2015-09-01 00:00:00+00:00	5.0	Shanghai Maoyong Isotope Tech Co. Ltd
725	2015-09-01 00:00:00+00:00	20.0	Shanghai Xinke
726	2015-09-01 00:00:00+00:00	30.0	Theragenics
727	2015-10-01 00:00:00+00:00	16.0	Bebig
728	2015-10-01 00:00:00+00:00	12.0	Best
729	2015-10-01 00:00:00+00:00	46.0	BZ
730	2015-10-01 00:00:00+00:00	16.0	IsoAid
731	2015-10-01 00:00:00+00:00	1.0	Iso-Ray - Anazao Health
732	2015-10-01 00:00:00+00:00	1.0	IsoSolutions - Jaco
733	2015-10-01 00:00:00+00:00	15.0	IsoSolutions - Seeds Medical
734	2015-10-01 00:00:00+00:00	1.0	Iso-Tex Diagnostics
735	2015-10-01 00:00:00+00:00	3.0	Laboratorios Bacon S.A.
736	2015-10-01 00:00:00+00:00	60.0	Medi Physics Inc. dba GE Healthcare
737	2015-10-01 00:00:00+00:00	1.0	MP Biomedicals
738	2015-10-01 00:00:00+00:00	5.0	Shanghai Maoyong Isotope Tech Co. Ltd
739	2015-10-01 00:00:00+00:00	30.0	Shanghai Xinke
740	2015-10-01 00:00:00+00:00	32.0	Theragenics
741	2015-10-01 00:00:00+00:00	0.0	ViTrax
742	2015-11-01 00:00:00+00:00	8.0	Bebig
743	2015-11-01 00:00:00+00:00	14.0	Best
744	2015-11-01 00:00:00+00:00	36.0	BZ
745	2015-11-01 00:00:00+00:00	0.0	Cisbio
746	2015-11-01 00:00:00+00:00	5.0	GNS Science
747	2015-11-01 00:00:00+00:00	16.0	IsoAid
748	2015-11-01 00:00:00+00:00	1.0	Iso-Ray - Anazao Health
749	2015-11-01 00:00:00+00:00	6.0	IsoSolutions - Jaco
750	2015-11-01 00:00:00+00:00	15.0	IsoSolutions - Seeds Medical
751	2015-11-01 00:00:00+00:00	1.0	Iso-Tex Diagnostics
752	2015-11-01 00:00:00+00:00	3.0	Laboratorios Bacon S.A.
753	2015-11-01 00:00:00+00:00	48.0	Medi Physics Inc. dba GE Healthcare
754	2015-11-01 00:00:00+00:00	2.0	MP Biomedicals
755	2015-11-01 00:00:00+00:00		Platelet Immunology Lab
756	2015-11-01 00:00:00+00:00	5.0	Shanghai Maoyong Isotope Tech Co. Ltd
757	2015-11-01 00:00:00+00:00	30.0	Shanghai Xinke
758	2015-11-01 00:00:00+00:00	40.0	Theragenics
759	2015-12-01 00:00:00+00:00	-2.0	Bebig
760	2015-12-01 00:00:00+00:00	12.0	Best
761	2015-12-01 00:00:00+00:00	30.0	BZ
762	2015-12-01 00:00:00+00:00	0.0	Cellectar Biosciences Inc
763	2015-12-01 00:00:00+00:00	16.0	IsoAid
764	2015-12-01 00:00:00+00:00	6.0	IsoSolutions - Jaco
765	2015-12-01 00:00:00+00:00	15.0	IsoSolutions - Seeds Medical
766	2015-12-01 00:00:00+00:00	1.0	Iso-Tex Diagnostics
767	2015-12-01 00:00:00+00:00	1.0	Jiangsu Huayi Technology Co. Ltd
768	2015-12-01 00:00:00+00:00	46.0	Medi Physics Inc. dba GE Healthcare
769	2015-12-01 00:00:00+00:00	1.0	MP Biomedicals
770	2015-12-01 00:00:00+00:00		National Institute of Stds & Tech
771	2015-12-01 00:00:00+00:00	30.0	Shanghai Xinke
772	2015-12-01 00:00:00+00:00	26.0	Theragenics
773	2015-12-01 00:00:00+00:00	0.0	ViTrax
774	2016-01-01 00:00:00+00:00	8.0	Bebig
775	2016-01-01 00:00:00+00:00	12.0	Best
776	2016-01-01 00:00:00+00:00	24.0	BZ
777	2016-01-01 00:00:00+00:00	0.0	Cellectar Biosciences Inc
778	2016-01-01 00:00:00+00:00	0.0	Cisbio
779	2016-01-01 00:00:00+00:00	12.0	IsoAid
780	2016-01-01 00:00:00+00:00	15.0	IsoSolutions - Seeds Medical
781	2016-01-01 00:00:00+00:00	1.0	Iso-Tex Diagnostics
782	2016-01-01 00:00:00+00:00	3.0	Laboratorios Bacon S.A.
783	2016-01-01 00:00:00+00:00	59.0	Medi Physics Inc. dba GE Healthcare
784	2016-01-01 00:00:00+00:00		Molecular Medicine
785	2016-01-01 00:00:00+00:00		Platelet Immunology Lab
786	2016-01-01 00:00:00+00:00	20.0	Shanghai Xinke
787	2016-01-01 00:00:00+00:00	30.0	Theragenics
788	2016-01-01 00:00:00+00:00	0.0	U of Southern California
789	2016-01-01 00:00:00+00:00		Valliant Group
790	2016-02-01 00:00:00+00:00	8.0	Bebig
791	2016-02-01 00:00:00+00:00	18.0	Best
792	2016-02-01 00:00:00+00:00	36.0	BZ
793	2016-02-01 00:00:00+00:00	0.0	Cisbio
794	2016-02-01 00:00:00+00:00	16.0	IsoAid
795	2016-02-01 00:00:00+00:00	10.0	IsoSolutions - Jaco
796	2016-02-01 00:00:00+00:00	15.0	IsoSolutions - Seeds Medical
797	2016-02-01 00:00:00+00:00	1.0	Iso-Tex Diagnostics
798	2016-02-01 00:00:00+00:00	2.0	Jiangsu Huayi Technology Co. Ltd
799	2016-02-01 00:00:00+00:00	3.0	Laboratorios Bacon S.A.
800	2016-02-01 00:00:00+00:00	48.0	Medi Physics Inc. dba GE Healthcare
801	2016-02-01 00:00:00+00:00	1.0	MP Biomedicals
802	2016-02-01 00:00:00+00:00	20.0	Shanghai Xinke
803	2016-02-01 00:00:00+00:00	50.0	Theragenics
804	2016-03-01 00:00:00+00:00	1.0	AtomVie
805	2016-03-01 00:00:00+00:00	8.0	Bebig
806	2016-03-01 00:00:00+00:00	16.0	Best
807	2016-03-01 00:00:00+00:00	41.0	BZ
808	2016-03-01 00:00:00+00:00		Chemical Engineering
809	2016-03-01 00:00:00+00:00	0.0	Cisbio
810	2016-03-01 00:00:00+00:00	20.0	IsoAid
811	2016-03-01 00:00:00+00:00	6.0	IsoSolutions - Jaco
812	2016-03-01 00:00:00+00:00	15.0	IsoSolutions - Seeds Medical
813	2016-03-01 00:00:00+00:00	1.0	Iso-Tex Diagnostics
814	2016-03-01 00:00:00+00:00	3.0	Laboratorios Bacon S.A.
815	2016-03-01 00:00:00+00:00	48.0	Medi Physics Inc. dba GE Healthcare
816	2016-03-01 00:00:00+00:00		Molecular Medicine
817	2016-03-01 00:00:00+00:00	2.0	MP Biomedicals
818	2016-03-01 00:00:00+00:00		Platelet Immunology Lab
819	2016-03-01 00:00:00+00:00	20.0	Shanghai Maoyong Isotope Tech Co. Ltd
820	2016-03-01 00:00:00+00:00	40.0	Shanghai Xinke
821	2016-03-01 00:00:00+00:00	40.0	Theragenics
822	2016-03-01 00:00:00+00:00		Valliant Group
823	2016-04-01 00:00:00+00:00	8.0	Bebig
824	2016-04-01 00:00:00+00:00	16.0	Best
825	2016-04-01 00:00:00+00:00	36.0	BZ
826	2016-04-01 00:00:00+00:00	0.0	Cisbio
827	2016-04-01 00:00:00+00:00	16.0	IsoAid
828	2016-04-01 00:00:00+00:00	16.0	IsoSolutions - Jaco
829	2016-04-01 00:00:00+00:00	1.0	Iso-Tex Diagnostics
830	2016-04-01 00:00:00+00:00	3.0	Laboratorios Bacon S.A.
831	2016-04-01 00:00:00+00:00	50.0	Medi Physics Inc. dba GE Healthcare
832	2016-04-01 00:00:00+00:00	1.0	MP Biomedicals
833	2016-04-01 00:00:00+00:00		Platelet Immunology Lab
834	2016-04-01 00:00:00+00:00	20.0	Shanghai Xinke
835	2016-04-01 00:00:00+00:00	40.0	Theragenics
836	2016-04-01 00:00:00+00:00	0.0	ViTrax
837	2016-05-01 00:00:00+00:00	0.0	AtomVie
838	2016-05-01 00:00:00+00:00	8.0	Bebig
839	2016-05-01 00:00:00+00:00	18.0	Best
840	2016-05-01 00:00:00+00:00	36.0	BZ
841	2016-05-01 00:00:00+00:00	0.0	Cellectar Biosciences Inc
842	2016-05-01 00:00:00+00:00	0.0	Cisbio
843	2016-05-01 00:00:00+00:00	0.0	Immunotech
844	2016-05-01 00:00:00+00:00	16.0	IsoAid
845	2016-05-01 00:00:00+00:00	10.0	IsoSolutions - Jaco
846	2016-05-01 00:00:00+00:00	10.0	IsoSolutions - Seeds Medical
847	2016-05-01 00:00:00+00:00	1.0	Iso-Tex Diagnostics
848	2016-05-01 00:00:00+00:00	40.0	Medi Physics Inc. dba GE Healthcare
849	2016-05-01 00:00:00+00:00		Molecular Medicine
850	2016-05-01 00:00:00+00:00	2.0	MP Biomedicals
851	2016-05-01 00:00:00+00:00	30.0	Shanghai Xinke
852	2016-05-01 00:00:00+00:00	50.0	Theragenics
853	2016-06-01 00:00:00+00:00	0.0	AtomVie
854	2016-06-01 00:00:00+00:00	8.0	Bebig
855	2016-06-01 00:00:00+00:00	12.0	Best
856	2016-06-01 00:00:00+00:00	56.0	BZ
857	2016-06-01 00:00:00+00:00	0.0	Cellectar Biosciences Inc
858	2016-06-01 00:00:00+00:00	0.0	Cisbio
859	2016-06-01 00:00:00+00:00	1.0	Immunotech
860	2016-06-01 00:00:00+00:00	20.0	IsoAid
861	2016-06-01 00:00:00+00:00	10.0	IsoSolutions - Jaco
862	2016-06-01 00:00:00+00:00	10.0	IsoSolutions - Seeds Medical
863	2016-06-01 00:00:00+00:00	1.0	Iso-Tex Diagnostics
864	2016-06-01 00:00:00+00:00	3.0	Laboratorios Bacon S.A.
865	2016-06-01 00:00:00+00:00	50.0	Medi Physics Inc. dba GE Healthcare
866	2016-06-01 00:00:00+00:00	1.0	MP Biomedicals
